"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
004901,ARANSAS COUNTY ISD,004901001,ROCKPORT-FULTON H S,REGION 02: CORPUS CHRISTI,ARANSAS,High School,09 - 12,No,No,950,0.634,0.051,B,85,B,82,B,86,B,81,B,86,B,81,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,27,27,32,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901041,ROCKPORT-FULTON MIDDLE,REGION 02: CORPUS CHRISTI,ARANSAS,Middle School,06 - 08,No,No,698,0.636,0.046,C,79,C,76,B,81,C,76,B,81,C,75,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,27,27,32,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901101,FULTON LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS,Elementary,03 - 05,No,No,666,0.703,0.071,D,69,D,60,C,70,C,70,F,59,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,32,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901103,LIVE OAK LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS,Elementary,EE - 02,No,No,729,0.8,0.063,D,69,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,32,32,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
005901,ARCHER CITY ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,491,0.513,0.014,B,89,B,88,B,86,B,84,B,86,A,92,,,,,,,,,Earned,,,,,,,
005901,ARCHER CITY ISD,005901001,ARCHER CITY H S,REGION 09: WICHITA FALLS,ARCHER,High School,07 - 12,No,No,206,0.476,0.005,B,89,B,84,B,87,B,87,B,81,A,92,,,Earned,Not Earned,Earned,Earned,Earned,Not Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005901,ARCHER CITY ISD,005901101,ARCHER CITY EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 06,No,No,285,0.54,0.021,A,92,A,93,A,93,B,80,A,93,A,91,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,1134,0.225,0.006,B,89,A,91,B,84,B,84,C,78,B,85,,,,,,,,,Not Earned,,,,,,,
005902,HOLLIDAY ISD,005902001,HOLLIDAY H S,REGION 09: WICHITA FALLS,ARCHER,High School,09 - 12,No,No,352,0.207,0,A,94,A,94,B,87,B,87,B,84,A,94,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,005902041,HOLLIDAY MIDDLE,REGION 09: WICHITA FALLS,ARCHER,Middle School,06 - 08,No,No,273,0.209,0.004,B,88,A,91,B,83,B,83,C,77,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,005902101,HOLLIDAY EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 05,No,No,509,0.246,0.012,B,84,B,88,B,82,B,82,C,70,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,527,0.406,0.059,A,90,A,91,B,88,B,84,B,88,B,88,,,,,,,,,Earned,,,,,,,
005904,WINDTHORST ISD,005904001,WINDTHORST H S,REGION 09: WICHITA FALLS,ARCHER,High School,09 - 12,No,No,141,0.447,0.043,A,91,B,89,B,88,B,88,B,87,A,95,,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,005904041,WINDTHORST JH,REGION 09: WICHITA FALLS,ARCHER,Middle School,06 - 08,No,No,124,0.331,0.04,A,92,A,92,B,89,B,82,B,89,A,91,,,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,005904101,WINDTHORST EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,EE - 05,No,No,262,0.42,0.076,B,87,A,91,B,88,B,81,B,88,C,77,,,Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,13,13,69,69,30,30,ZONED SCHOOL-TRANSFERS ACCEPTED
006902,CLAUDE ISD,,,REGION 16: AMARILLO,ARMSTRONG,District,,No,No,328,0.341,0.015,A,92,A,92,B,87,D,69,B,87,A,92,,,,,,,,,,,,,,,,
006902,CLAUDE ISD,006902001,CLAUDE SCHOOLS,REGION 16: AMARILLO,ARMSTRONG,Elem/Secondary,PK - 12,No,No,328,0.341,0.015,A,92,A,92,B,87,D,69,B,87,A,92,,,Not Earned,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,13,13,86,86,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,433,0.628,0.06,D,69,D,66,C,75,C,75,D,62,D,64,,,,,,,,,Not Earned,,,,,,,
007901,CHARLOTTE ISD,007901001,CHARLOTTE H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,130,0.669,0.054,B,81,C,72,B,87,B,87,D,69,D,66,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,Earned,28,28,80,80,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,007901041,CHARLOTTE MIDDLE,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,96,0.667,0.083,C,77,D,60,C,76,C,76,F,58,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,80,80,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,007901101,CHARLOTTE EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,PK - 05,No,No,207,0.585,0.053,F,59,D,64,F,58,F,57,F,58,F,48,,true,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,80,80,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,1584,0.577,0.036,C,79,C,79,C,79,D,67,C,79,B,80,,,,,,,,,Not Earned,,,,,,,
007902,JOURDANTON ISD,007902001,JOURDANTON H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,441,0.499,0.025,B,84,B,82,B,82,D,64,B,82,A,90,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902004,THE LARRY BROWN SCHOOL,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,08 - 08,No,No,1,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902005,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 10,Yes,No,6,0.5,0.167,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902006,JOURDANTON DAEP,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,06 - 12,No,No,11,0.818,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902041,JOURDANTON J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,377,0.562,0.042,B,84,B,81,B,83,B,80,B,83,B,85,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902101,JOURDANTON EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,No,468,0.605,0.041,D,68,C,72,C,72,F,57,C,72,D,60,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902102,JOURDANTON ECC,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,280,0.664,0.036,D,68,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,1806,0.75,0.151,D,64,D,63,D,66,D,65,D,66,F,59,,,,,,,,,Not Earned,,,,,,,
007904,LYTLE ISD,007904001,LYTLE H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,487,0.729,0.121,C,71,D,67,C,72,D,64,C,72,C,70,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904002,LYTLE DAEP,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,06 - 12,No,No,10,0.9,0.1,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904041,LYTLE J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,398,0.731,0.171,C,72,D,67,C,72,C,72,C,70,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904101,LYTLE EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,No,541,0.726,0.142,F,51,F,56,F,59,F,59,F,55,F,33,Comprehensive Identified,true,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904103,LYTLE PRIMARY SCHOOL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,370,0.83,0.184,F,51,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,3378,0.671,0.06,C,76,C,76,C,79,C,71,C,79,C,70,,,,,,,,,Not Earned,,,,,,,
007905,PLEASANTON ISD,007905001,PLEASANTON H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,944,0.604,0.053,B,88,B,83,B,86,C,79,B,86,A,92,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905004,ATASCOSA CO ALTER,REGION 20: SAN ANTONIO,ATASCOSA,High School,07 - 10,No,No,6,0.5,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,SPECIAL ASSIGNMENT SCHOOL
007905,PLEASANTON ISD,007905005,PLEASANTON ISD SCHOOL OF CHOICE,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,Yes,No,9,0.556,0.111,B,84,B,84,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905041,PLEASANTON J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,772,0.665,0.063,C,77,C,75,B,81,C,70,B,81,D,66,Targeted Support,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905103,PLEASANTON EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,No,957,0.7,0.061,D,62,D,69,D,69,D,62,D,69,F,46,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905105,PLEASANTON PRI,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,690,0.73,0.064,D,62,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,1832,0.756,0.099,C,75,C,70,C,75,C,75,C,72,C,75,,,,,,,,,Not Earned,,,,,,,
007906,POTEET ISD,007906001,POTEET H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,508,0.709,0.065,B,80,C,79,C,79,C,74,C,79,B,81,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906041,POTEET J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,413,0.671,0.123,C,76,D,67,C,76,C,76,D,69,C,75,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906101,POTEET EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 02,No,No,539,0.818,0.117,D,69,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Comprehensive Progress,,,,,,,,,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906102,POTEET INT,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,03 - 05,No,No,372,0.825,0.094,D,69,D,62,C,75,C,75,D,66,D,67,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,80,80,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,2243,0.469,0.1,B,80,C,77,B,82,B,82,C,72,C,74,,,,,,,,,Not Earned,,,,,,,
008901,BELLVILLE ISD,008901001,BELLVILLE H S,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,No,697,0.372,0.055,C,76,C,76,C,79,C,79,D,69,D,65,,,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901041,BELLVILLE J H,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,No,558,0.478,0.104,B,80,B,81,B,87,B,87,B,80,B,81,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901101,O'BRYANT PRI,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 03,No,No,543,0.595,0.155,C,79,C,77,C,79,Not Rated,.,C,79,B,85,Comprehensive Progress,,Not Earned,Earned,,,,Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901102,O'BRYANT INT,REGION 06: HUNTSVILLE,AUSTIN,Elementary,04 - 05,No,No,282,0.525,0.131,C,75,C,71,C,76,C,76,D,62,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901105,WEST END EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,KG - 05,No,No,163,0.337,0.049,B,85,C,78,B,85,B,85,D,66,B,85,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,2902,0.649,0.191,C,77,C,77,C,79,C,78,C,79,C,72,,,,,,,,,Not Earned,,,,,,,
008902,SEALY ISD,008902001,SEALY H S,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,No,903,0.608,0.13,C,76,C,77,B,81,B,81,C,77,D,64,,,Not Earned,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902041,SEALY J H,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,No,663,0.633,0.181,C,79,C,76,B,81,C,72,B,81,C,75,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902102,SELMAN EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,634,0.713,0.21,D,69,D,67,C,74,C,74,D,69,D,69,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902104,SEALY EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,PK - 05,No,No,702,0.657,0.262,B,88,B,85,B,87,B,83,B,87,A,91,,,Not Earned,Earned,Not Earned,,Earned,Earned,Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,848,0.627,0.173,C,78,C,78,C,79,D,68,C,79,C,77,,,,,,,,,Not Earned,,,,,,,
008903,BRAZOS ISD,008903001,BRAZOS H S,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,No,287,0.537,0.108,C,76,C,78,C,76,F,57,C,76,C,72,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,008903041,BRAZOS MIDDLE,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,No,211,0.573,0.171,B,89,B,85,B,88,C,78,B,88,A,90,,,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,008903102,BRAZOS EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,350,0.734,0.229,C,73,C,70,C,75,C,75,C,72,D,68,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,22,22,28,28,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,,,REGION 17: LUBBOCK,BAILEY,District,,No,No,1345,0.896,0.338,C,79,C,75,B,81,C,71,B,81,C,74,,,,,,,,,Not Earned,,,,,,,
009901,MULESHOE ISD,009901001,MULESHOE H S,REGION 17: LUBBOCK,BAILEY,High School,09 - 12,No,No,359,0.875,0.164,A,93,A,92,A,94,B,84,A,94,A,91,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901041,WATSON J H,REGION 17: LUBBOCK,BAILEY,Middle School,06 - 08,No,No,295,0.898,0.346,D,68,D,60,C,70,D,62,C,70,D,64,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901101,MARY DESHAZO EL,REGION 17: LUBBOCK,BAILEY,Elementary,03 - 05,No,No,290,0.879,0.441,D,69,D,69,C,75,D,63,C,75,D,63,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901103,DILLMAN EL,REGION 17: LUBBOCK,BAILEY,Elementary,EE - 02,No,No,401,0.925,0.411,D,69,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,19,19,88,88,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
010901,MEDINA ISD,,,REGION 20: SAN ANTONIO,BANDERA,District,,No,No,245,0.657,0.012,C,70,C,70,D,69,D,69,D,68,C,70,,,,,,,,,,,,,,,,
010901,MEDINA ISD,010901001,MEDINA SCHOOL,REGION 20: SAN ANTONIO,BANDERA,Elem/Secondary,PK - 12,No,No,245,0.657,0.012,C,70,C,70,D,69,D,69,D,68,C,70,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,,,REGION 20: SAN ANTONIO,BANDERA,District,,No,No,2375,0.562,0.056,C,79,C,71,B,80,B,80,C,70,C,75,,,,,,,,,Not Earned,,,,,,,
010902,BANDERA ISD,010902001,BANDERA H S,REGION 20: SAN ANTONIO,BANDERA,High School,09 - 12,No,No,713,0.482,0.045,B,83,D,68,B,86,B,86,C,70,C,76,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,010902041,BANDERA MIDDLE,REGION 20: SAN ANTONIO,BANDERA,Middle School,06 - 08,No,No,555,0.557,0.065,C,78,C,75,C,78,C,78,C,72,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,010902101,ALKEK EL,REGION 20: SAN ANTONIO,BANDERA,Elementary,EE - 05,No,No,624,0.611,0.072,C,76,C,70,C,79,C,79,D,67,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,010902102,HILL COUNTRY EL,REGION 20: SAN ANTONIO,BANDERA,Elementary,EE - 05,No,No,483,0.623,0.039,C,71,C,72,C,70,D,69,C,70,D,68,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,53,53,24,24,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,,,REGION 13: AUSTIN,BASTROP,District,,No,No,12449,0.767,0.411,D,65,D,67,D,69,D,67,D,69,F,57,,,,,,,,,Not Earned,,,,,,,
011901,BASTROP ISD,011901001,BASTROP H S,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,No,1612,0.623,0.225,C,73,C,72,C,75,C,75,C,70,D,68,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,011901002,CEDAR CREEK H S,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,No,1995,0.753,0.423,D,66,C,71,C,70,C,70,C,70,F,53,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,011901005,COLORADO RIVER COLLEGIATE ACADEMY,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,No,236,0.568,0.123,A,98,A,98,A,98,B,89,A,98,A,98,,,Not Earned,Earned,Earned,Earned,Earned,Not Earned,Not Earned,10,10,17,17,5,5,SELECTIVE ENROL SCHL-CRITERIA-BASED
011901,BASTROP ISD,011901022,GENESIS H S,REGION 13: AUSTIN,BASTROP,High School,09 - 12,Yes,No,137,0.854,0.409,D,69,D,68,C,72,Not Rated,.,C,72,D,62,,,,,,,,,,10,10,17,17,5,5,SELECTIVE ENROL SCHL-CRITERIA-BASED
011901,BASTROP ISD,011901041,BASTROP MIDDLE,REGION 13: AUSTIN,BASTROP,Middle School,07 - 08,No,No,929,0.798,0.295,C,73,D,69,C,75,C,70,C,75,D,68,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,27,27,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,011901101,EMILE EL,REGION 13: AUSTIN,BASTROP,Elementary,PK - 04,No,No,797,0.66,0.305,C,72,C,72,C,72,F,57,C,72,C,71,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,10,10,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,011901102,MINA EL,REGION 13: AUSTIN,BASTROP,Elementary,EE - 04,No,No,777,0.555,0.064,C,77,C,78,B,80,C,70,B,80,D,69,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,10,10,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,011901103,CEDAR CREEK EL,REGION 13: AUSTIN,BASTROP,Elementary,PK - 04,No,No,1074,0.92,0.705,F,48,F,50,F,54,F,54,F,52,F,35,Comprehensive Identified,true,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,27,27,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
011901,BASTROP ISD,011901104,BASTROP INT,REGION 13: AUSTIN,BASTROP,Middle School,05 - 06,No,No,780,0.686,0.299,D,65,C,70,C,72,D,60,C,72,F,49,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,27,17,17,5,5,ZONED SCHOOL-TRANSFERS ACCEPTED
